carat,cut,cut_rank,color,color_rank,clarity,clarity_rank,depth_pct,table_mm,price_usd,length_mm,width_mm,depth_mm,region
0.51,Premium,2,F,3,VVS2,3,61.9,56.0,2656.0,5.17,5.13,3.19,region2
1.13,Premium,2,H,5,SI1,6,62.0,58.0,5302.0,6.67,6.63,4.12,region3
1.14,Premium,2,G,4,SI1,6,62.7,58.0,6238.0,6.68,6.63,4.17,region2
1.54,Ideal,1,H,5,SI2,7,61.8,57.0,6400.0,7.43,7.35,4.57,region3
0.36,Ideal,1,G,4,VVS1,2,62.1,56.0,1087.0,4.6,4.58,2.85,region2
0.24,Very Good,3,F,3,SI1,6,60.9,61.0,424.0,4.02,4.03,2.45,region3
1.01,Fair,5,E,2,VVS1,2,66.1,55.0,9808.0,6.19,6.1,4.06,region2
1.02,Good,4,H,5,I1,8,64.3,63.0,2476.0,6.28,6.23,4.02,region4
0.31,Very Good,3,E,2,SI1,6,63.3,55.0,907.0,4.35,4.31,2.74,region1
0.44,Premium,2,F,3,VVS2,3,61.6,58.0,1256.0,4.85,4.89,3.0,region3
1.75,Premium,2,F,3,VS2,5,61.4,58.0,22324.0,7.76,7.72,4.75,region1
1.6,Premium,2,H,5,SI1,6,62.1,60.0,8115.0,7.54,7.49,4.66,region4
1.5,Premium,2,H,5,VVS2,3,62.9,59.0,13633.0,7.31,7.26,4.58,region2
0.4,Very Good,3,G,4,SI2,7,63.4,59.0,803.0,4.66,4.64,2.95,region3
0.54,Ideal,1,G,4,VS1,4,61.3,57.0,1939.0,5.28,5.25,3.23,region3
1.07,Premium,2,H,5,VS1,4,60.5,61.0,5168.0,6.67,6.59,4.01,region2
1.57,Ideal,1,H,5,SI2,7,60.7,57.0,9763.0,7.49,7.54,4.56,region3
0.5,Ideal,1,E,2,SI1,6,61.9,55.0,1620.0,5.18,5.12,3.19,region2
0.41,Good,4,J,7,VS1,4,63.7,56.0,582.0,4.68,4.71,2.99,region4
1.02,Premium,2,F,3,SI2,7,61.1,59.0,4682.0,6.41,6.45,3.93,region3
0.3,Premium,2,F,3,VVS2,3,62.4,58.0,992.0,4.28,4.25,2.66,region3
0.7,Premium,2,I,6,VS2,5,63.0,60.0,2261.0,5.62,5.59,3.53,region2
1.66,Very Good,3,H,5,SI1,6,63.3,59.0,7948.0,7.48,7.45,4.72,region4
1.6,Ideal,1,G,4,VS1,4,62.0,57.0,11334.0,7.47,7.43,4.62,region2
1.13,Ideal,1,H,5,SI2,7,62.0,57.0,5239.0,6.74,6.64,4.15,region2
0.41,Very Good,3,I,6,VVS1,2,63.1,58.0,974.0,4.68,4.74,2.97,region2
0.27,Very Good,3,F,3,VS1,4,62.4,55.0,450.0,4.12,4.15,2.58,region3
1.01,Good,4,H,5,VS2,5,59.6,64.0,5645.0,6.53,6.45,3.87,region2
0.7,Very Good,3,I,6,SI1,6,62.8,59.0,1587.0,5.63,5.67,3.55,region4
0.53,Ideal,1,G,4,VS1,4,61.2,55.0,2280.0,5.23,5.26,3.21,region1
1.76,Premium,2,H,5,VS2,5,62.2,60.0,12263.0,7.72,7.68,4.79,region4
1.28,Ideal,1,G,4,SI1,6,62.4,58.0,6674.0,6.89,6.95,4.32,region4
1.0,Premium,2,F,3,SI1,6,62.3,59.0,5557.0,6.43,6.37,3.99,region3
0.57,Ideal,1,G,4,VVS2,3,61.7,56.0,2316.0,5.33,5.3,3.28,region3
1.51,Ideal,1,E,2,VS2,5,62.8,56.0,17071.0,7.31,7.24,4.57,region2
1.01,Premium,2,H,5,SI1,6,61.3,58.0,5190.0,6.47,6.39,3.94,region2
1.0,Good,4,J,7,VS2,5,64.3,59.0,3222.0,6.27,6.21,4.01,region4
0.71,Ideal,1,E,2,VS1,4,61.5,55.0,3935.0,5.78,5.75,3.55,region3
0.39,Very Good,3,E,2,I1,8,62.8,57.0,537.0,4.61,4.66,2.91,region3
1.51,Ideal,1,G,4,SI2,7,60.8,57.0,9069.0,7.39,7.44,4.51,region3
1.01,Good,4,F,3,VS2,5,60.1,60.0,5312.0,6.46,6.51,3.9,region4
1.06,Ideal,1,F,3,VS2,5,60.5,57.0,8319.0,6.6,6.58,3.99,region1
0.51,Very Good,3,E,2,SI1,6,62.2,55.0,1384.0,5.09,5.11,3.17,region3
0.23,Very Good,3,D,1,VVS2,3,59.6,61.0,524.0,3.99,4.03,2.39,region3
0.32,Ideal,1,D,1,SI1,6,61.3,55.0,766.0,4.39,4.42,2.7,region1
0.4,Premium,2,D,1,SI1,6,60.3,62.0,970.0,4.75,4.7,2.85,region3
0.51,Premium,2,G,4,SI1,6,60.3,61.0,1181.0,5.19,5.12,3.11,region4
0.31,Ideal,1,D,1,VVS1,2,60.4,56.0,1279.0,4.38,4.43,2.66,region1
0.3,Ideal,1,G,4,VVS2,3,62.5,53.8,618.0,4.26,4.3,2.68,region4
1.17,Very Good,3,H,5,VS2,5,59.6,59.0,6423.0,6.84,6.88,4.09,region2
0.9,Very Good,3,G,4,VS1,4,62.3,60.0,5221.0,6.0,6.08,3.76,region2
0.7,Good,4,F,3,VVS2,3,63.1,57.0,3087.0,5.59,5.66,3.55,region3
0.73,Ideal,1,H,5,IF,1,61.4,59.0,3943.0,5.77,5.83,3.56,region2
0.3,Very Good,3,I,6,SI1,6,61.2,58.0,364.0,4.28,4.31,2.63,region4
0.3,Ideal,1,G,4,IF,1,62.1,55.0,860.0,4.35,4.31,2.69,region4
0.3,Very Good,3,G,4,VS1,4,61.7,56.0,635.0,4.29,4.33,2.66,region3
0.7,Very Good,3,I,6,VVS2,3,63.0,58.0,2130.0,5.64,5.69,3.57,region4
0.5,Ideal,1,D,1,VS2,5,60.7,57.0,2410.0,5.12,5.22,3.14,region1
1.01,Ideal,1,G,4,VS2,5,62.7,54.0,6243.0,6.43,6.47,4.04,region4
1.01,Ideal,1,D,1,VVS1,2,62.5,55.0,12244.0,6.39,6.44,4.01,region3
0.33,Premium,2,D,1,SI2,7,62.7,58.0,820.0,4.41,4.39,2.76,region1
1.07,Very Good,3,H,5,VVS2,3,61.3,56.0,7764.0,6.54,6.59,4.03,region2
1.02,Premium,2,H,5,VS2,5,61.0,60.0,4462.0,6.5,6.46,3.95,region4
1.2,Premium,2,G,4,SI1,6,62.7,58.0,5806.0,6.71,6.66,4.19,region4
0.9,Very Good,3,D,1,VS1,4,59.1,60.0,6664.0,6.24,6.28,3.7,region2
0.7,Ideal,1,G,4,VVS2,3,62.1,53.0,2606.0,5.71,5.75,3.56,region4
0.91,Ideal,1,F,3,SI2,7,62.2,56.0,3371.0,6.17,6.14,3.83,region4
1.51,Very Good,3,G,4,VS1,4,62.9,58.0,15385.0,7.32,7.41,4.63,region2
0.51,Ideal,1,G,4,SI1,6,63.0,53.0,1509.0,5.13,5.1,3.22,region2
1.5,Premium,2,G,4,VS2,5,62.5,59.0,11508.0,7.27,7.23,4.53,region4
1.02,Premium,2,F,3,SI2,7,62.5,58.0,4792.0,6.4,6.47,4.02,region1
0.8,Ideal,1,G,4,SI2,7,62.2,57.0,2391.0,5.93,5.96,3.7,region4
0.73,Very Good,3,H,5,VS1,4,61.6,59.0,2377.0,5.74,5.81,3.56,region4
2.1,Premium,2,J,7,SI1,6,62.9,58.0,14626.0,8.15,8.09,5.11,region3
1.5,Premium,2,D,1,VS2,5,61.8,60.0,19812.0,7.37,7.3,4.53,region1
1.5,Good,4,E,2,SI2,7,64.5,58.0,7643.0,7.06,7.11,4.57,region4
0.7,Premium,2,G,4,SI2,7,61.0,58.0,1969.0,5.75,5.72,3.5,region3
0.26,Ideal,1,E,2,VVS1,2,62.0,56.0,1000.0,4.13,4.09,2.55,region1
1.56,Premium,2,E,2,SI2,7,62.4,60.0,8918.0,7.36,7.41,4.61,region4
1.0,Premium,2,G,4,VS1,4,62.0,62.0,7032.0,6.38,6.33,3.94,region2
0.31,Ideal,1,G,4,IF,1,61.6,55.0,936.0,4.37,4.39,2.7,region3
1.53,Very Good,3,H,5,SI2,7,61.2,55.9,8452.0,7.43,7.46,4.56,region4
0.35,Ideal,1,G,4,SI1,6,60.6,56.0,500.0,4.56,4.58,2.77,region4
1.52,Premium,2,E,2,SI1,6,62.5,59.0,14151.0,7.26,7.33,4.56,region2
0.78,Ideal,1,E,2,SI1,6,60.4,57.0,4772.0,5.95,6.0,3.61,region1
0.31,Good,4,E,2,SI1,6,63.5,55.0,571.0,4.31,4.35,2.75,region3
0.76,Very Good,3,G,4,SI2,7,62.0,57.0,2180.0,5.82,5.86,3.62,region4
1.13,Ideal,1,E,2,SI1,6,62.2,55.0,8532.0,6.66,6.69,4.15,region1
1.1,Very Good,3,F,3,SI1,6,58.9,63.0,6057.0,6.73,6.78,3.98,region3
0.5,Ideal,1,D,1,VS2,5,62.6,56.0,1577.0,5.05,5.08,3.17,region4
0.3,Ideal,1,G,4,VVS2,3,61.5,55.0,889.0,4.3,4.32,2.65,region1
0.54,Ideal,1,F,3,VVS2,3,61.2,55.0,2881.0,5.25,5.27,3.22,region1
0.48,Very Good,3,F,3,VVS1,2,62.3,55.0,2010.0,5.02,5.05,3.13,region3
0.4,Very Good,3,F,3,VVS2,3,62.8,56.0,1414.0,4.69,4.73,2.96,region1
1.51,Very Good,3,I,6,VVS1,2,63.0,59.0,9979.0,7.24,7.3,4.58,region4
0.35,Ideal,1,H,5,IF,1,61.7,54.0,1268.0,4.55,4.53,2.8,region2
0.82,Ideal,1,D,1,VS2,5,61.9,56.0,4859.0,5.98,6.03,3.72,region3
1.04,Fair,5,F,3,SI1,6,66.9,62.0,5724.0,6.22,6.15,4.14,region1
0.41,Ideal,1,G,4,VS2,5,61.4,54.0,951.0,4.77,4.84,2.95,region2
1.2,Ideal,1,E,2,SI2,7,61.3,56.0,6907.0,6.85,6.88,4.21,region2
0.72,Ideal,1,H,5,VS1,4,61.6,56.0,4256.0,5.76,5.79,3.55,region1
1.54,Ideal,1,G,4,VS2,5,61.5,57.0,14933.0,7.44,7.41,4.57,region1
0.57,Very Good,3,F,3,SI1,6,62.6,58.0,1263.0,5.28,5.32,3.32,region4
1.15,Ideal,1,G,4,SI1,6,61.7,56.0,6008.0,6.72,6.76,4.16,region2
0.41,Ideal,1,H,5,IF,1,62.9,54.0,1305.0,4.74,4.71,2.97,region3
0.48,Premium,2,H,5,SI2,7,58.5,59.0,875.0,5.16,5.13,3.01,region4
0.24,Very Good,3,E,2,VS2,5,60.8,56.0,416.0,4.02,4.04,2.45,region2
0.65,Ideal,1,D,1,VVS1,2,60.9,57.0,5810.0,5.58,5.61,3.41,region2
0.31,Ideal,1,D,1,VS2,5,62.7,55.0,1083.0,4.34,4.31,2.71,region2
0.94,Premium,2,E,2,SI1,6,60.0,58.0,4122.0,6.44,6.37,3.84,region4
1.0,Very Good,3,F,3,VVS2,3,63.2,56.0,11007.0,6.42,6.37,4.04,region1
0.72,Premium,2,F,3,SI1,6,59.3,60.0,1827.0,5.91,5.86,3.49,region4
2.03,Very Good,3,E,2,SI2,7,63.0,61.0,18044.0,7.99,8.04,5.05,region2
1.01,Premium,2,G,4,SI2,7,60.1,60.0,3843.0,6.48,6.44,3.88,region4
0.56,Ideal,1,H,5,VS1,4,61.8,55.0,2035.0,5.29,5.33,3.28,region2
0.41,Very Good,3,F,3,VS1,4,60.8,58.0,1158.0,4.76,4.82,2.91,region2
1.41,Premium,2,F,3,SI2,7,62.7,56.0,10162.0,7.21,7.15,4.5,region1
1.23,Very Good,3,I,6,SI1,6,63.1,56.0,7612.0,6.91,6.79,4.32,region1
0.97,Premium,2,I,6,VS2,5,62.2,56.0,3553.0,6.34,6.29,3.94,region4
0.7,Premium,2,E,2,SI1,6,61.8,59.0,3115.0,5.63,5.57,3.46,region1
0.41,Ideal,1,F,3,SI1,6,61.1,56.0,783.0,4.79,4.83,2.94,region4
0.51,Ideal,1,G,4,VVS1,2,61.9,53.0,2495.0,5.14,5.2,3.2,region1
1.5,Good,4,I,6,I1,8,62.6,63.0,5313.0,7.19,7.25,4.52,region2
0.9,Good,4,E,2,VS2,5,63.7,54.0,4293.0,6.13,6.15,3.91,region4
0.53,Good,4,E,2,SI1,6,63.6,56.0,1285.0,5.19,5.1,3.27,region3
0.32,Ideal,1,F,3,IF,1,61.8,56.0,1565.0,4.4,4.44,2.73,region1
0.32,Ideal,1,I,6,VVS2,3,61.5,56.0,756.0,4.42,4.4,2.71,region3
0.7,Very Good,3,G,4,SI2,7,61.7,60.0,2248.0,5.67,5.7,3.51,region3
0.33,Premium,2,H,5,VS1,4,60.2,62.0,780.0,4.47,4.44,2.68,region3
0.82,Premium,2,F,3,SI2,7,59.5,62.0,3091.0,6.13,6.08,3.63,region2
1.61,Premium,2,J,7,IF,1,62.1,58.0,9148.0,7.47,7.53,4.66,region4
0.55,Ideal,1,G,4,VS2,5,61.1,57.0,1925.0,5.29,5.31,3.24,region3
0.44,Ideal,1,D,1,SI1,6,61.6,56.0,964.0,4.9,4.93,3.03,region2
0.71,Premium,2,I,6,SI1,6,60.2,58.0,2499.0,5.83,5.76,3.49,region2
0.71,Very Good,3,D,1,VS2,5,63.1,59.0,2786.0,5.64,5.67,3.57,region4
0.4,Ideal,1,E,2,VVS1,2,60.6,56.0,1340.0,4.77,4.8,2.9,region1
1.53,Premium,2,G,4,SI1,6,61.7,59.0,10234.0,7.4,7.31,4.54,region3
1.16,Premium,2,I,6,VS1,4,60.4,59.0,7094.0,6.89,6.82,4.14,region1
0.55,Ideal,1,F,3,VVS2,3,62.3,54.0,3325.0,5.27,5.29,3.29,region1
0.7,Ideal,1,H,5,VS1,4,61.0,56.0,4140.0,5.75,5.79,3.51,region1
1.17,Ideal,1,F,3,VS1,4,62.2,56.0,11448.0,6.77,6.74,4.2,region1
0.41,Premium,2,F,3,SI1,6,61.0,60.0,680.0,4.77,4.81,2.92,region4
0.59,Premium,2,D,1,SI1,6,62.3,54.0,2486.0,5.41,5.38,3.36,region1
1.0,Premium,2,D,1,VS1,4,61.9,55.0,9583.0,6.4,6.36,3.95,region2
0.75,Fair,5,F,3,VS1,4,55.8,70.0,3002.0,6.09,5.98,3.37,region3
2.02,Ideal,1,I,6,VS1,4,62.3,59.0,20626.0,8.02,8.06,5.01,region2
1.05,Premium,2,F,3,SI2,7,61.7,60.0,5672.0,6.58,6.49,4.03,region1
0.3,Ideal,1,E,2,VVS2,3,62.0,55.0,966.0,4.3,4.34,2.68,region1
0.3,Ideal,1,G,4,VVS1,2,61.4,58.0,879.0,4.31,4.35,2.66,region2
1.12,Ideal,1,E,2,SI2,7,60.5,55.0,6500.0,6.73,6.79,4.09,region1
0.71,Ideal,1,F,3,VVS2,3,62.0,57.0,4024.0,5.7,5.65,3.52,region2
0.7,Ideal,1,I,6,SI1,6,61.9,58.0,2670.0,5.67,5.7,3.52,region1
1.5,Very Good,3,J,7,VS2,5,62.6,58.0,7867.0,7.25,7.29,4.55,region3
1.24,Premium,2,G,4,VS1,4,62.0,59.0,8809.0,6.88,6.92,4.28,region2
0.33,Premium,2,I,6,VS2,5,61.0,61.0,624.0,4.46,4.43,2.71,region3
1.98,Premium,2,I,6,VS1,4,62.5,58.0,14554.0,7.95,7.99,4.98,region4
0.3,Ideal,1,G,4,IF,1,61.7,55.0,1004.0,4.34,4.31,2.67,region3
0.33,Ideal,1,D,1,SI1,6,61.3,56.0,702.0,4.46,4.44,2.73,region4
0.8,Ideal,1,H,5,SI1,6,62.4,57.0,2936.0,5.97,5.95,3.72,region2
1.08,Ideal,1,H,5,SI2,7,59.3,57.0,5123.0,6.71,6.74,3.99,region2
0.26,Ideal,1,F,3,IF,1,60.9,55.0,883.0,4.15,4.23,2.55,region2
0.91,Premium,2,F,3,SI2,7,62.6,58.0,4870.0,6.14,6.09,3.83,region1
1.02,Ideal,1,G,4,VS1,4,61.6,55.0,8198.0,6.53,6.46,4.0,region2
0.31,Ideal,1,D,1,VS2,5,61.8,56.0,1143.0,4.39,4.35,2.7,region1
1.53,Premium,2,H,5,VS2,5,60.1,58.0,9978.0,7.6,7.57,4.71,region4
1.03,Very Good,3,G,4,SI2,7,59.2,63.0,4026.0,6.55,6.6,3.89,region4
1.57,Premium,2,J,7,VS1,4,61.3,59.0,7877.0,7.47,7.44,4.57,region4
0.59,Ideal,1,E,2,SI1,6,62.2,57.0,1467.0,5.34,5.37,3.33,region4
0.58,Ideal,1,G,4,VS2,5,61.2,56.0,2024.0,5.37,5.41,3.3,region2
0.3,Very Good,3,H,5,VVS1,2,63.1,54.0,1065.0,4.34,4.28,2.72,region1
0.53,Ideal,1,G,4,VS1,4,61.6,57.0,1986.0,5.24,5.21,3.22,region2
0.71,Ideal,1,H,5,VS2,5,61.9,55.0,3667.0,5.74,5.77,3.56,region2
0.33,Ideal,1,H,5,VS1,4,61.4,57.0,666.0,4.44,4.49,2.74,region2
0.92,Ideal,1,E,2,SI1,6,61.7,57.0,6518.0,6.24,6.27,3.86,region1
0.9,Good,4,E,2,SI2,7,64.1,58.0,4134.0,6.04,6.09,3.89,region2
0.3,Very Good,3,I,6,VS2,5,60.7,56.0,529.0,4.32,4.34,2.63,region1
0.31,Premium,2,G,4,SI1,6,61.8,58.0,496.0,4.32,4.35,2.68,region2
0.44,Very Good,3,F,3,VS1,4,61.2,61.0,1243.0,4.83,4.88,2.97,region2
0.7,Ideal,1,I,6,VS1,4,61.5,56.0,2864.0,5.73,5.76,3.53,region2
2.01,Ideal,1,I,6,SI2,7,62.1,57.0,11104.0,8.07,8.03,5.0,region4
0.51,Very Good,3,F,3,VS2,5,63.1,59.0,1397.0,5.1,5.04,3.2,region4
0.3,Premium,2,I,6,VVS1,2,60.5,60.0,744.0,4.34,4.32,2.62,region3
0.32,Ideal,1,F,3,VS2,5,62.5,56.0,1076.0,4.38,4.36,2.73,region1
0.9,Ideal,1,F,3,SI2,7,61.9,57.0,5971.0,6.13,6.18,3.81,region1
0.32,Premium,2,E,2,VS2,5,61.2,59.0,632.0,4.4,4.43,2.7,region4
0.38,Premium,2,F,3,VS2,5,60.5,59.0,1334.0,4.72,4.67,2.84,region1
0.3,Ideal,1,G,4,VVS1,2,62.6,54.0,907.0,4.25,4.28,2.67,region2
1.02,Ideal,1,E,2,VS2,5,61.0,56.0,7402.0,6.53,6.51,3.98,region4
0.41,Very Good,3,F,3,SI1,6,63.1,56.0,922.0,4.73,4.69,2.97,region3
0.92,Ideal,1,F,3,VS1,4,61.3,56.0,8268.0,6.26,6.3,3.85,region1
0.33,Premium,2,D,1,SI1,6,60.1,59.0,547.0,4.46,4.49,2.69,region4
0.53,Premium,2,G,4,SI1,6,61.3,58.0,1331.0,5.16,5.21,3.18,region3
0.37,Premium,2,G,4,VS2,5,59.7,61.0,1227.0,4.72,4.66,2.8,region1
0.73,Ideal,1,E,2,VS2,5,61.5,56.0,3476.0,5.79,5.82,3.57,region3
0.83,Very Good,3,D,1,VS1,4,61.3,57.2,3586.0,6.02,6.11,3.72,region4
0.7,Very Good,3,G,4,SI2,7,60.7,58.0,2462.0,5.74,5.76,3.49,region2
0.9,Premium,2,G,4,VS2,5,61.7,57.0,6028.0,6.21,6.11,3.8,region1
0.34,Ideal,1,E,2,VS1,4,62.1,56.0,1343.0,4.5,4.48,2.79,region1
1.21,Ideal,1,J,7,VS2,5,59.6,57.0,4471.0,6.98,6.94,4.15,region4
0.32,Premium,2,D,1,VVS2,3,61.5,60.0,1204.0,4.37,4.41,2.7,region1
1.62,Premium,2,E,2,SI2,7,60.8,59.0,10955.0,7.62,7.57,4.62,region2
0.41,Ideal,1,E,2,VVS1,2,62.1,56.0,951.0,4.76,4.78,2.96,region4
0.3,Ideal,1,H,5,VVS1,2,62.3,57.0,698.0,4.27,4.3,2.67,region3
1.5,Very Good,3,E,2,SI1,6,60.4,59.0,12600.0,7.35,7.39,4.45,region3
0.32,Ideal,1,D,1,VS2,5,62.2,56.0,872.0,4.36,4.39,2.72,region2
1.53,Ideal,1,G,4,SI2,7,61.7,57.0,8326.0,7.44,7.41,4.58,region2
0.7,Premium,2,J,7,VS1,4,60.9,58.0,1804.0,5.73,5.66,3.47,region4
1.24,Ideal,1,G,4,SI2,7,61.4,56.0,5796.0,6.98,6.92,4.27,region3
0.75,Fair,5,J,7,VS1,4,61.9,67.0,1962.0,5.8,5.7,3.56,region3
1.53,Premium,2,J,7,IF,1,61.1,58.0,8482.0,7.41,7.45,4.54,region4
0.3,Premium,2,G,4,VS1,4,61.4,58.0,698.0,4.35,4.32,2.66,region4
1.02,Premium,2,E,2,SI1,6,62.6,58.0,5960.0,6.44,6.47,4.05,region2
0.71,Premium,2,I,6,VS2,5,62.9,60.0,2126.0,5.66,5.62,3.55,region4
0.35,Very Good,3,D,1,VS1,4,63.0,57.0,1002.0,4.48,4.51,2.83,region1
0.7,Very Good,3,G,4,VS2,5,58.2,59.0,3267.0,5.87,5.95,3.44,region1
2.0,Premium,2,H,5,SI2,7,58.9,57.0,15873.0,8.09,58.9,8.06,region1
1.54,Ideal,1,I,6,VS2,5,60.2,59.0,10080.0,7.52,7.57,4.54,region3
0.94,Very Good,3,E,2,SI2,7,62.0,60.0,3567.0,6.19,6.22,3.85,region4
1.42,Very Good,3,E,2,SI1,6,61.1,62.0,10670.0,7.17,7.2,4.39,region2
1.11,Ideal,1,J,7,SI2,7,61.7,57.0,4706.0,6.63,6.69,4.11,region2
0.31,Ideal,1,F,3,SI1,6,62.3,55.0,637.0,4.34,4.39,2.72,region1
0.55,Ideal,1,F,3,SI1,6,61.8,55.0,1840.0,5.27,5.22,3.24,region1
0.33,Very Good,3,F,3,SI2,7,63.0,58.0,391.0,4.4,4.42,2.78,region4
2.0,Very Good,3,F,3,SI1,6,57.9,60.0,19697.0,8.28,8.34,4.81,region3
1.22,Premium,2,D,1,SI2,7,61.9,60.0,6272.0,6.88,6.82,4.24,region4
0.3,Very Good,3,G,4,SI1,6,62.8,56.0,581.0,4.28,4.32,2.7,region1
1.02,Premium,2,G,4,SI2,7,58.1,58.0,3670.0,6.67,6.58,3.85,region4
0.41,Very Good,3,H,5,SI1,6,60.0,61.0,717.0,4.77,4.83,2.88,region3
1.7,Premium,2,F,3,SI2,7,58.5,60.0,9796.0,7.87,7.8,4.58,region3
1.04,Very Good,3,G,4,SI1,6,59.2,61.0,6141.0,6.63,6.68,3.94,region1
0.55,Premium,2,I,6,VS2,5,61.7,55.0,1183.0,5.35,5.29,3.28,region4
1.01,Premium,2,F,3,SI1,6,63.0,58.0,6022.0,6.33,6.29,3.98,region1
1.2,Premium,2,H,5,SI2,7,62.3,58.0,5645.0,6.81,6.76,4.23,region3
0.9,Very Good,3,E,2,SI1,6,62.9,57.0,4563.0,6.11,6.17,3.86,region1
0.3,Ideal,1,E,2,VS2,5,61.8,56.0,1097.0,4.32,4.29,2.66,region1
0.52,Good,4,G,4,SI1,6,63.3,57.0,1431.0,5.08,5.11,3.22,region2
1.52,Very Good,3,F,3,SI1,6,61.4,59.0,13542.0,7.39,7.46,4.56,region2
0.62,Premium,2,G,4,VS1,4,62.9,58.0,1593.0,5.41,5.37,3.39,region4
1.25,Premium,2,D,1,SI2,7,59.8,55.0,5906.0,7.07,7.01,4.21,region1
0.33,Premium,2,G,4,VS2,5,60.6,61.0,966.0,4.49,4.46,2.71,region1
0.5,Very Good,3,H,5,VS1,4,62.5,59.0,1286.0,5.01,5.04,3.14,region4
0.4,Ideal,1,G,4,SI1,6,61.3,55.0,1247.0,4.72,4.81,2.92,region2
0.91,Very Good,3,H,5,VVS2,3,62.9,58.0,6064.0,6.14,6.17,3.87,region1
0.3,Premium,2,I,6,VS1,4,58.8,61.0,790.0,4.43,4.38,2.59,region1
0.5,Very Good,3,J,7,SI1,6,63.2,55.0,1050.0,5.07,5.03,3.19,region3
0.7,Ideal,1,E,2,VS1,4,62.3,54.0,3076.0,5.67,5.72,3.55,region3
0.71,Premium,2,E,2,VS2,5,59.9,58.0,3556.0,5.81,5.78,3.47,region1
0.31,Ideal,1,E,2,VS2,5,61.9,55.0,714.0,4.34,4.38,2.7,region3
0.41,Premium,2,F,3,VVS2,3,61.6,59.0,1068.0,4.79,4.73,2.93,region3
0.4,Ideal,1,G,4,VVS1,2,61.7,57.0,1262.0,4.71,4.74,2.91,region2
0.32,Ideal,1,G,4,VS1,4,62.3,54.0,677.0,4.37,4.39,2.73,region3
0.4,Premium,2,E,2,SI2,7,61.4,57.0,898.0,4.74,4.68,2.89,region3
0.5,Good,4,H,5,VVS1,2,63.5,58.0,1796.0,4.98,5.03,3.18,region3
1.0,Premium,2,I,6,VS2,5,62.7,62.0,3526.0,6.32,6.27,3.95,region4
1.07,Ideal,1,E,2,VS2,5,60.0,56.0,9347.0,6.64,6.62,3.98,region1
0.92,Very Good,3,D,1,SI2,7,62.4,60.0,4793.0,6.21,6.25,3.89,region2
0.35,Very Good,3,J,7,SI1,6,63.3,56.0,552.0,4.53,4.5,2.86,region3
0.3,Ideal,1,F,3,VVS1,2,61.5,58.0,936.0,4.3,4.32,2.65,region2
0.32,Ideal,1,E,2,VS2,5,61.6,56.0,573.0,4.4,4.43,2.72,region4
0.59,Good,4,F,3,VS1,4,60.5,61.0,1675.0,5.43,5.5,3.31,region4
0.5,Ideal,1,I,6,VS2,5,61.6,54.0,1403.0,5.11,5.14,3.16,region2
1.51,Very Good,3,E,2,VS2,5,62.7,59.0,16613.0,7.2,7.32,4.55,region1
1.21,Very Good,3,H,5,SI1,6,59.6,60.0,7563.0,6.93,6.94,4.13,region3
0.47,Premium,2,H,5,VS1,4,61.8,58.0,1404.0,4.99,4.94,3.07,region2
0.3,Premium,2,I,6,VVS1,2,61.2,60.0,815.0,4.29,4.27,2.62,region2
0.78,Very Good,3,I,6,SI2,7,60.6,58.0,2952.0,5.92,5.97,3.6,region1
0.5,Ideal,1,F,3,VVS2,3,62.0,55.0,2268.0,5.12,5.1,3.17,region3
0.27,Very Good,3,G,4,VVS1,2,62.9,55.0,594.0,4.13,4.15,2.6,region3
0.7,Very Good,3,G,4,VS2,5,63.1,58.0,2603.0,5.65,5.61,3.55,region3
0.7,Very Good,3,E,2,VS1,4,62.4,56.0,2569.0,5.64,5.7,3.54,region4
0.55,Ideal,1,H,5,SI1,6,60.8,56.0,1822.0,5.3,5.33,3.23,region2
0.3,Premium,2,D,1,SI1,6,62.1,58.0,922.0,4.28,4.25,2.65,region1
0.41,Ideal,1,H,5,SI1,6,62.8,56.0,1007.0,4.77,4.72,2.98,region2
2.01,Premium,2,G,4,SI2,7,59.8,58.0,14379.0,8.21,8.15,4.89,region4
0.34,Ideal,1,H,5,VS1,4,62.7,57.0,803.0,4.48,4.45,2.8,region3
0.32,Ideal,1,E,2,SI1,6,61.9,56.0,729.0,4.39,4.43,2.73,region1
0.61,Ideal,1,D,1,SI1,6,62.0,55.0,2216.0,5.44,5.47,3.38,region2
1.01,Very Good,3,G,4,VS2,5,63.4,55.0,5765.0,6.35,6.4,4.04,region4
0.55,Very Good,3,F,3,VS2,5,62.5,56.0,1706.0,5.23,5.27,3.28,region3
1.01,Very Good,3,F,3,VS1,4,63.3,60.0,8196.0,6.35,6.32,4.01,region2
1.56,Premium,2,H,5,VS2,5,62.4,58.0,11881.0,7.44,7.39,4.63,region2
0.94,Very Good,3,F,3,SI2,7,62.6,57.0,3544.0,6.25,6.27,3.92,region4
0.41,Good,4,F,3,VVS1,2,63.9,56.0,1190.0,4.71,4.74,3.02,region1
1.34,Ideal,1,G,4,SI2,7,61.1,56.0,6352.0,7.11,7.13,4.35,region4
0.72,Very Good,3,I,6,VS2,5,61.1,56.0,2454.0,5.76,5.79,3.53,region3
0.52,Very Good,3,D,1,SI2,7,62.9,56.0,1482.0,5.14,5.17,3.24,region2
0.79,Ideal,1,H,5,VVS1,2,62.0,56.0,4226.0,5.92,5.96,3.68,region2
